,Serbian
2188,ček
2189,ubiću
2190,sudija
2191,sredi
2192,tvojom
2193,plašiš
2194,mike
2195,slušaš
2196,drugar
2197,engleski
2198,zahvaljujući
2199,ćerku
2200,volite
2201,tajni
2202,bas
2203,čudan
2204,razliku
2205,dužnost
2206,onome
2207,momče
2208,kupi
2209,vrste
2210,zadržati
2211,odete
2212,same
2213,laž
2214,piter
2215,deni
2216,æu
2217,dođu
2218,cele
2219,treći
2220,vojska
2221,predivno
2222,upoznam
2223,mjestu
2224,uhvatio
2225,dopustiti
2226,činjenica
2227,nijedan
2228,celog
2229,sunca
2230,advokata
2231,vlasnik
2232,bolest
2233,stavite
2234,usred
2235,uništiti
2236,jedem
2237,počne
2238,tijelo
2239,verovao
2240,krug
2241,restoran
2242,takvo
2243,oseća
2244,lek
2245,madam
2246,стварно
2247,šalim
2248,poznato
2249,dosadno
2250,sestro
2251,borbu
2252,iko
2253,људи
2254,spavala
2255,ту
2256,petak
2257,mrzi
2258,završimo
2259,nedavno
2260,vaših
2261,увек
2262,smiješno
2263,odvratno
2264,stariji
2265,cenim
2266,starog
2267,generale
2268,sramota
2269,general
2270,vina
2271,hari
2272,ženama
2273,izađe
2274,blago
2275,slatka
2276,počelo
2277,sudbina
2278,kosa
2279,ponosan
2280,moga
2281,meta
2282,djeca
2283,bori
2284,jedeš
2285,bacio
2286,ostavim
2287,pametno
2288,djecu
2289,сви
2290,dogovoreno
2291,snimak
2292,kopile
2293,lepe
2294,pala
2295,nesreća
2296,ruci
2297,hmm
2298,licu
2299,glupost
2300,vođa
2301,tetka
2302,zube
2303,nalog
2304,džoni
2305,jebeš
2306,kakvi
2307,plus
2308,mozga
2309,ukus
2310,vratima
2311,predstavu
2312,poruke
2313,kratko
2314,umrijeti
2315,komad
2316,ključeve
2317,govno
2318,menja
2319,pokušali
2320,vremenu
2321,operaciju
2322,duše
2323,kupila
2324,otprilike
2325,zgrade
2326,igrao
2327,planove
2328,drugačiji
2329,čoveku
2330,njegovih
2331,cure
2332,сад
2333,otvorite
2334,centru
2335,идемо
2336,rupu
2337,mislis
2338,vodite
2339,uhvatili
2340,muzika
2341,zadrži
2342,ocem
2343,kutiju
2344,krenuti
2345,plati
2346,brige
2347,čudovište
2348,braku
2349,vrat
2350,selo
2351,ćuti
2352,velikom
2353,iznenada
2354,and
2355,можеш
2356,mogućnost
2357,по
2358,moli
2359,pogledati
2360,hiljade
2361,odlična
2362,razlika
2363,sačekajte
2364,dar
2365,mobilni
2366,pozvala
2367,prokleto
2368,prolazi
2369,pobedio
2370,vojnik
2371,požurite
2372,dobrog
2373,borba
2374,izvor
2375,park
2376,muči
2377,sudu
2378,pojavi
2379,opasnost
2380,rej
2381,počnemo
2382,član
2383,snaga
2384,cenu
2385,grudi
2386,dodji
2387,ubiju
2388,gomila
2389,doneti
2390,zabavi
2391,pisma
2392,zla
2393,pokušavao
2394,poštovanje
2395,pucaj
2396,poznat
2397,odnos
2398,dovesti
2399,operacija
2400,istom
2401,због
2402,kojih
2403,bolja
2404,pročitao
2405,време
2406,opa
2407,dugujem
2408,nosio
2409,los
2410,pošalji
2411,donela
2412,opasan
2413,ideje
2414,makar
2415,by
2416,umorna
2417,kiša
2418,smirite
2419,americi
2420,јер
2421,profesor
2422,fantastično
2423,poslednjih
2424,gledala
2425,leta
2426,boriti
2427,gledali
2428,izađi
2429,duša
2430,dečaka
2431,napravimo
2432,pravilo
2433,prokleta
2434,začepi
2435,naročito
2436,informacija
2437,jedni
2438,morat
2439,čist
2440,kamera
2441,moraćeš
2442,laže
2443,nastavimo
2444,poludeo
2445,kreće
2446,rođen
2447,neprijatelja
2448,poznajete
2449,rada
2450,borbe
2451,nagradu
2452,zaboravite
2453,cak
2454,hocu
2455,novom
2456,trik
2457,uzme
2458,muka
2459,c
2460,država
2461,ulogu
2462,moraću
2463,kosti
2464,košta
2465,odlučila
2466,grešku
2467,milja
2468,ponašanje
2469,krenuli
2470,bebe
2471,gledaju
2472,mame
2473,uđe
2474,gomilu
2475,prodaje
2476,uzeću
2477,pogodi
2478,pomislila
2479,toni
2480,drogu
2481,ubice
2482,pijem
2483,tima
2484,džejn
2485,kupim
2486,đubre
2487,david
2488,otkrili
2489,celom
2490,bolnice
2491,najgore
2492,ribe
2493,crni
2494,džordž
2495,energije
2496,riječi
2497,profesore
2498,b
2499,osećao
2500,nivo
2501,zaljubljen
2502,izgledalo
2503,pođi
2504,roditelje
2505,umu
2506,šumi
2507,zvezde
2508,čujemo
2509,visoko
2510,vruće
2511,torbu
2512,ћемо
2513,idiote
2514,đavo
2515,kamere
2516,govorila
2517,pogledao
2518,raj
2519,uhvatiti
2520,ostavili
2521,prodao
2522,bolesti
2523,duga
2524,boja
2525,jaka
2526,ponudu
2527,ubijena
2528,predstavlja
2529,osiguranje
2530,roditelja
2531,pronašla
2532,razgovara
2533,mary
2534,izabrao
2535,sekund
2536,razmišljaš
2537,sredio
2538,gas
2539,nebo
2540,ствари
2541,krećemo
2542,leti
2543,моја
2544,sreo
2545,sreli
2546,šou
2547,poziva
2548,uspela
2549,gđica
2550,колико
2551,love
2552,diraj
2553,granice
2554,banke
2555,udari
2556,odgovoran
2557,зато
2558,mlad
2559,loptu
2560,ortak
2561,njihovu
2562,pantalone
2563,otvorena
2564,govorimo
2565,pesma
2566,fali
2567,dvadeset
2568,slobodna
2569,ptica
2570,stolu
2571,pametna
2572,konj
2573,kučko
2574,nasamo
2575,hiljadu
2576,izašla
2577,nadao
2578,jake
2579,cijelu
2580,džejms
2581,teška
2582,vraga
2583,džej
2584,kurva
2585,gazda
2586,ubrzo
2587,морам
2588,nevolje
2589,nečemu
2590,potez
2591,zaveži
2592,sledećeg
2593,vozio
2594,odlučili
2595,већ
2596,неће
2597,maks
2598,lovu
2599,otkriti
2600,žurku
2601,kučkin
2602,stoj
2603,držao
2604,ozbiljna
2605,izgledao
2606,neprijatelj
2607,budalo
2608,grupe
2609,nada
2610,pogrešio
2611,praviš
2612,јеси
2613,ovakav
2614,priznati
2615,здраво
2616,odrastao
2617,visosti
2618,zakona
2619,saznam
2620,много
2621,pokazaću
2622,mjeseci
2623,covek
2624,gledamo
2625,cveće
2626,ces
2627,oženjen
2628,tragove
2629,živjeti
2630,žalim
2631,otvoriti
2632,leži
2633,vatra
2634,klubu
2635,vozila
2636,momke
2637,zgodan
2638,slobodu
2639,prostor
2640,sećate
2641,uključujući
2642,ispravno
2643,direktno
2644,dobija
2645,vojnici
2646,džimi
2647,оно
2648,krivi
2649,sredim
2650,bomba
2651,kučka
2652,deci
2653,odelo
2654,karen
2655,ниси
2656,poznaje
2657,неко
2658,verujete
2659,novinama
2660,dvaput
2661,martin
2662,vrhu
2663,leo
2664,pobogu
2665,pravom
2666,stigne
2667,uđem
2668,stavim
2669,svakoga
2670,sinko
2671,rezultat
2672,delu
2673,aleks
2674,životom
2675,filmu
2676,kuhinji
2677,bojiš
2678,zadnja
2679,kćer
2680,ostalih
2681,voziš
2682,padne
2683,očekujem
2684,fin
2685,upali
2686,vodio
2687,haljinu
2688,direktor
2689,london
2690,proverim
2691,širom
2692,glavom
2693,vojnika
2694,mač
2695,crna
2696,prijatno
2697,delo
2698,ondje
2699,razmišljala
2700,izađem
2701,odjebi
2702,koristim
2703,imas
2704,voditi
2705,čitav
2706,poseban
2707,agente
2708,raste
2709,edi
2710,poljubac
2711,predlažem
2712,poći
2713,jeo
2714,kontrolom
2715,vetar
2716,gospodar
2717,iskustva
2718,svašta
2719,tomi
2720,doista
2721,nervozan
2722,spasi
2723,дa
2724,miči
2725,cemu
2726,мислиш
2727,šalje
2728,veštica
2729,položaj
2730,poenta
2731,jelo
2732,sviđaš
2733,stanice
2734,ptice
2735,crveni
2736,zvaću
2737,iskustvo
2738,kaznu
2739,prst
2740,večer
2741,plaća
2742,pratio
2743,zahvalim
2744,miran
2745,zaslužuje
2746,наравно
2747,smeće
2748,lijepa
2749,države
2750,strava
2751,ponašaš
2752,баш
2753,pucao
2754,poslom
2755,autobus
2756,marija
2757,čista
2758,roditeljima
2759,krenem
2760,stanicu
2761,izgledate
2762,nov
2763,umreš
2764,stanici
2765,majkom
2766,filma
2767,detektive
2768,gotovi
2769,harry
2770,promeni
2771,izvukao
2772,napao
2773,čekaš
2774,drže
2775,hoces
2776,bobi
2777,voleli
2778,duha
2779,naprijed
2780,robert
2781,smemo
2782,uostalom
2783,zezaš
2784,šefa
2785,klijent
2786,dogovorili
2787,ujak
2788,док
2789,greške
2790,ulica
2791,okay
2792,sretno
2793,naređenja
2794,vojsku
2795,promene
2796,без
2797,pišem
2798,cekaj
2799,prihvatiti
2800,овај
2801,poslove
2802,dosije
2803,ulicu
2804,izgubim
2805,čiji
2806,nogama
2807,shvaćam
2808,odluke
2809,pariz
2810,ubicu
2811,svedoka
2812,sretna
2813,propustio
2814,kilometara
2815,zamisliti
2816,borbi
2817,moraćemo
2818,kreveta
2819,nekoj
2820,novcem
2821,pića
2822,led
2823,него
2824,jane
2825,nikakav
2826,n
2827,nose
2828,međuvremenu
2829,krene
2830,novim
2831,izuzetno
2832,braća
2833,voljela
2834,rešenje
2835,probudio
2836,uši
2837,zovite
2838,pitate
2839,ured
2840,lagala
2841,max
2842,odveo
2843,zamalo
2844,можемо
2845,koristiš
2846,džejk
2847,parku
2848,donosi
2849,most
2850,stavila
2851,odgovore
2852,spisak
2853,zovete
2854,razume
2855,rak
2856,zovemo
2857,napustiti
2858,naređenje
2859,podataka
2860,obzir
2861,šerife
2862,velikoj
2863,vijesti
2864,stvorio
2865,ii
2866,normalan
2867,alex
2868,lov
2869,donesem
2870,kameru
2871,uništio
2872,operacije
2873,neobično
2874,smesta
2875,smrdi
2876,danny
2877,pije
2878,uzmemo
2879,povredio
2880,razgovaraš
2881,baru
2882,zaboravim
2883,господине
2884,devojkom
2885,stotine
2886,želja
2887,vrate
2888,paul
2889,stoje
2890,ovakve
2891,ispalo
2892,vatre
2893,crkvu
2894,piješ
2895,vraćamo
2896,jučer
2897,udala
2898,stomak
2899,stanica
2900,šešir
2901,nade
2902,osnovu
2903,istog
2904,prestao
2905,dužnosti
2906,видим
2907,tužno
2908,važna
2909,pokušavamo
2910,gladna
2911,njenim
2912,mjesec
2913,krije
2914,vodiš
2915,malom
2916,henry
2917,jao
2918,osjećaj
2919,iznutra
2920,partnera
2921,ustaj
2922,američki
2923,veruju
2924,pažnja
2925,jedi
2926,njihovim
2927,mozemo
2928,tony
2929,običan
2930,igri
2931,čvrsto
2932,gadno
2933,dokle
2934,palo
2935,nestalo
2936,жао
2937,emili
2938,papir
2939,mrtvih
2940,fotografije
2941,vozač
2942,naučila
2943,misija
2944,stati
2945,imenom
2946,srećom
2947,postali
2948,slušati
2949,dobijemo
2950,lisa
2951,kejt
2952,slučaja
2953,pacijent
2954,alo
2955,pokušavaju
2956,moru
2957,odoh
2958,rok
2959,sklanjaj
2960,ribu
2961,krivim
2962,prelepo
2963,povrediti
2964,ekipa
2965,ceš
2966,saznala
2967,provesti
2968,veća
2969,ћеш
2970,tati
2971,teže
2972,peter
2973,jimmy
2974,očekuje
2975,umjesto
2976,dani
2977,sinu
2978,mašina
2979,cool
2980,tvrdi
2981,molimo
2982,čitam
2983,potpunosti
2984,dobrodošao
2985,huh
2986,gubitak
2987,ljudsko
2988,tjedna
2989,helen
2990,ušla
2991,dovedi
2992,jače
2993,sveti
2994,javite
2995,uzrok
2996,uništi
2997,ulaz
2998,види
2999,ostrvo
3000,policajca
3001,sladoled
3002,glavna
3003,lažem
3004,hitnu
3005,rupa
3006,verujemo
3007,smijem
3008,били
3009,јој
3010,gledate
3011,bića
3012,liniju
3013,pomogla
3014,sela
3015,drug
3016,udar
3017,voziti
3018,princ
3019,počinjem
3020,počni
3021,ostaviš
3022,rizik
3023,očiju
3024,nimalo
3025,odu
3026,pravog
3027,pogodio
3028,prelepa
3029,deteta
3030,straha
3031,zahvalan
3032,isus
3033,model
3034,nacin
3035,буде
3036,najveća
3037,luk
3038,svedok
3039,знате
3040,izađeš
3041,pomognemo
3042,steve
3043,pronađem
3044,opremu
3045,kafe
3046,sarah
3047,čašu
3048,vremenom
3049,krila
3050,miriše
3051,razumiješ
3052,poznavao
3053,viski
3054,пут
3055,ох
3056,istragu
3057,pustiš
3058,igraju
3059,kompanija
3060,uzimam
3061,takodje
3062,stil
3063,čuva
3064,pustim
3065,dodaj
3066,videćeš
3067,devojčice
3068,pesme
3069,mira
3070,pitali
3071,pratiti
3072,које
3073,policajci
3074,počnem
3075,njihovo
3076,velik
3077,vozilo
3078,vjeruj
3079,služi
3080,pratim
3081,aviona
3082,james
3083,sred
3084,pratite
3085,zgradu
3086,radis
3087,izađemo
3088,psi
3089,могао
3090,sklonite
3091,stav
3092,zaslužio
3093,inspektore
3094,savršena
3095,djevojke
3096,kapetana
3097,objasni
3098,zamolio
3099,namerno
3100,sali
3101,predsednika
3102,planine
3103,čine
3104,дана
3105,londonu
3106,хоћеш
3107,sastanku
3108,covece
3109,živela
3110,priznajem
3111,stavili
3112,pobegla
3113,želju
3114,razmislim
3115,zabrinuta
3116,кажем
3117,требало
3118,nazvala
3119,genije
3120,podigni
3121,ubojica
3122,promena
3123,sluša
3124,pobediti
3125,otkako
3126,povratak
3127,izraz
3128,povređen
3129,prošlog
3130,spremno
3131,rukom
3132,sok
3133,bezbedno
3134,uradiću
3135,trajati
3136,oprostiti
3137,polje
3138,planete
3139,slobodni
3140,boze
3141,toku
3142,shvatili
3143,momaka
3144,dozvoljeno
3145,zgrada
3146,podršku
3147,mamom
3148,stopala
3149,stignemo
3150,dovodi
3151,majore
3152,bil
3153,ljuti
3154,primio
3155,ради
3156,kombi
3157,otvorio
3158,mjeseca
3159,mlade
3160,jedinica
3161,saznamo
3162,duguješ
3163,planeta
3164,jadni
3165,kamp
3166,ušli
3167,linija
3168,boji
3169,poručnik
3170,pozdravi
3171,pete
3172,mrtvog
3173,šerif
3174,имамо
3175,poljubi
3176,dnevno
3177,pukovnik
3178,sedim
3179,nosila
3180,samu
3181,тога
3182,njujork
3183,selu
3184,izlazim
3185,djece
3186,čudna
3187,mrtve
3188,udara
3189,морамо
3190,detalje
3191,ovoliko
3192,decom
3193,pomeri
3194,ostanemo
3195,popraviti
3196,sekundu
3197,suđenje
3198,plana
3199,krenula
3200,ujka
3201,dobrih
3202,zaštitu
3203,uzima
3204,napraviš
3205,malim
3206,utakmicu
3207,planeti
3208,podu
3209,jedu
3210,uplašio
3211,тај
3212,jedemo
3213,томе
3214,čitao
3215,svetlost
3216,ray
3217,kazem
3218,crkvi
3219,prestaneš
3220,plaži
3221,kris
3222,prostora
3223,staro
3224,uprkos
3225,međutim
3226,kutija
3227,neprijatno
3228,uzbudljivo
3229,imalo
3230,sekunde
3231,pravcu
3232,prijem
3233,rane
3234,lopov
3235,karijeru
3236,bako
3237,samoubistvo
3238,piva
3239,prodati
3240,kompanije
3241,it
3242,držimo
3243,stana
3244,zaštiti
3245,problemi
3246,vrh
3247,željela
3248,spremi
3249,izjavu
3250,funkcioniše
3251,momcima
3252,činjenice
3253,takvim
3254,umirem
3255,zahteva
3256,prednost
3257,objašnjenje
3258,papire
3259,beli
3260,pobegne
3261,smisao
3262,platim
3263,če
3264,parizu
3265,vodom
3266,saznali
3267,onima
3268,nick
3269,značilo
3270,listu
3271,danima
3272,dokazati
3273,mačka
3274,nikakvog
3275,моје
3276,subotu
3277,učiniš
3278,pojeo
3279,potrebni
3280,pozvaću
3281,bombu
3282,uspio
3283,nagrada
3284,potrazi
3285,obuci
3286,zadovoljan
3287,vredno
3288,navodno
3289,shvatim
3290,promenila
3291,значи
3292,posto
3293,riješiti
3294,razgovarala
3295,zdravlje
3296,epizoda
3297,pobeći
3298,kćeri
3299,čekala
3300,slučajnost
3301,završava
3302,bogatstvo
3303,devojko
3304,traga
3305,muškaraca
3306,dolazio
3307,pripremite
3308,energiju
3309,имаш
3310,čekali
3311,zgradi
3312,njime
3313,mrziš
3314,pogledaš
3315,situaciji
3316,oblik
3317,bogat
3318,javio
3319,ubojstvo
3320,brzinu
3321,твој
3322,мора
3323,код
3324,jedinice
3325,verujte
3326,zamislite
3327,upoznaš
3328,srednje
3329,gubimo
3330,of
3331,pojesti
3332,ponavljam
3333,dovela
3334,боље
3335,изгледа
3336,reke
3337,cena
3338,konje
3339,lezi
3340,linije
3341,nestane
3342,postavio
3343,fina
3344,sljedeći
3345,jela
3346,guzicu
3347,toalet
3348,svemir
3349,borio
3350,napustila
3351,можете
3352,prestane
3353,osetio
3354,seksa
3355,pogledamo
3356,visok
3357,svijeta
3358,oženio
3359,своје
3360,tommy
3361,ponaša
3362,rezultate
3363,uspe
3364,francuski
3365,najboljih
3366,izgled
3367,vidjet
3368,nevin
3369,pisao
3370,čija
3371,zauzeta
3372,osećala
3373,htjeli
3374,osjećaš
3375,bombe
3376,ponudio
3377,knjizi
3378,ted
3379,oluja
3380,svidja
3381,stoga
3382,mleko
3383,година
3384,svrhe
3385,sledeća
3386,jadna
3387,mogle
3388,adam
3389,trener
3390,istoj
3391,која
3392,završiš
3393,interesuje
3394,uhapšen
3395,keli
3396,grupu
3397,takvi
3398,preuzeti
3399,prijateljice
3400,ameriku
3401,onoj
3402,kupatilo
3403,pogleda
3404,želje
3405,javiti
3406,kaput
3407,otrov
3408,informaciju
3409,ed
3410,živite
3411,njihovih
3412,nikom
3413,sanjao
3414,muda
3415,kompjuter
3416,odlazite
3417,javlja
3418,in
3419,rupe
3420,urade
3421,mesa
3422,čin
3423,yeah
3424,посао
3425,pogotovo
3426,razumeti
3427,kazna
3428,princeza
3429,shvatiš
3430,restoranu
3431,iskoristiti
3432,razgovora
3433,najgori
3434,dođete
3435,greg
3436,кући
3437,zaustavite
3438,timu
3439,kler
3440,uživaj
3441,nađu
3442,pogrešan
3443,nestali
3444,dobrim
3445,skupa
3446,žurka
3447,crno
3448,crveno
3449,interesantno
3450,spasao
3451,nečeg
3452,istoriji
3453,napisala
3454,diži
3455,promenilo
3456,prešao
3457,zauvijek
3458,trudim
3459,govorili
3460,bogom
3461,uđeš
3462,poginuo
3463,snova
3464,идем
3465,go
3466,devojaka
3467,lepu
3468,stao
3469,pse
3470,najvažnije
3471,njenoj
3472,paket
3473,odvedi
3474,zivot
3475,eddie
3476,zatvoren
3477,moras
3478,velikih
3479,virus
3480,droga
3481,neæe
3482,toplo
3483,kafa
3484,otvoren
3485,seme
3486,odbio
3487,ućuti
3488,ejmi
3489,istraživanje
3490,tate
3491,sise
3492,uzgred
3493,članak
3494,brz
3495,hrabrosti
3496,spavaj
3497,piti
3498,bela
3499,vojske
3500,pozvali
3501,hoceš
3502,uči
3503,gladi
3504,dat
3505,izgubiš
3506,lekove
3507,vraćaj
3508,svoga
3509,predstava
3510,starom
3511,crvena
3512,počneš
3513,hotela
3514,pomoci
3515,nauči
3516,čitaš
3517,kvragu
3518,gdin
3519,staru
3520,prirodno
3521,stiv
3522,kukavica
3523,kontrole
3524,umiru
3525,pomislim
3526,дан
3527,podnesem
3528,ljubomoran
3529,prolaz
3530,putovanja
3531,uspelo
3532,suprug
3533,momenat
3534,zadnjih
3535,snove
3536,pomoglo
3537,teorija
3538,два
3539,dnevnik
3540,pobedi
3541,stižem
3542,promijeniti
3543,uplašen
3544,većinu
3545,nalaze
3546,korist
3547,podne
3548,neba
3549,zelis
3550,krov
3551,popio
3552,ispričavam
3553,uživo
3554,otvoreno
3555,očekuješ
3556,smatra
3557,crkve
3558,kuca
3559,leda
3560,crne
3561,ostalima
3562,sviđaju
3563,veceras
3564,budan
3565,pronađemo
3566,terenu
3567,dozvolio
3568,umalo
3569,banku
3570,ubiće
3571,rešiti
3572,područje
3573,utisak
3574,lusi
3575,projekat
3576,nesreću
3577,dosad
3578,dolazimo
3579,kancelarije
3580,shvati
3581,cijelo
3582,besplatno
3583,naroda
3584,боже
3585,ludilo
3586,rana
3587,ponuda
3588,mo
3589,sposoban
3590,haljina
3591,pogodak
3592,jebene
3593,spratu
3594,нећу
3595,bolju
3596,bobe
3597,odlaziš
3598,stvorenja
3599,bore
3600,dokazi
3601,slušao
3602,jebenu
3603,kluba
3604,seronja
3605,planu
3606,izdao
3607,kevin
3608,omiljeni
3609,pokupi
3610,noga
3611,agenta
3612,nedostaješ
3613,pokušaću
3614,wc
3615,pozovite
3616,izgledati
3617,zaljubljena
3618,vlade
3619,luis
3620,požar
3621,društvu
3622,uređaj
3623,kolena
3624,r
3625,vazduha
3626,odlazimo
3627,vlasti
3628,pobrini
3629,istine
3630,noc
3631,drugde
3632,ponoviti
3633,мислио
3634,dejvid
3635,plaćam
3636,venčanja
3637,pušku
3638,rođak
3639,staviš
3640,provela
3641,izgledala
3642,рећи
3643,stepenice
3644,čuvar
3645,proklet
3646,poznata
3647,osobno
3648,postaju
3649,kožu
3650,udati
3651,el
3652,novih
3653,uzorak
3654,york
3655,slatki
3656,veæ
3657,prste
3658,zamislim
3659,karl
3660,bice
3661,anđela
3662,luke
3663,cao
3664,prate
3665,date
3666,golf
3667,kate
3668,postanem
3669,sendvič
3670,očekivala
3671,nečim
3672,bratu
3673,odrasla
3674,proces
3675,postalo
3676,dođemo
3677,mari
3678,budale
3679,pasti
3680,pisac
3681,gubite
3682,bend
3683,izvrsno
3684,adresa
3685,vikenda
3686,izazov
3687,mlađi
3688,zahtev
3689,zaboravili
3690,ljudska
3691,uma
3692,радиш
3693,pripremi
3694,oprezan
3695,telu
3696,stola
3697,misiju
3698,muškarce
3699,raspored
3700,takvog
3701,večere
3702,billy
3703,vodimo
3704,nebu
3705,ljudski
3706,popričam
3707,vojsci
3708,puni
3709,setim
3710,doneću
3711,uspori
3712,uhvate
3713,ствар
3714,ostavimo
3715,jednoga
3716,nekakav
3717,sudbinu
3718,stojim
3719,krivo
3720,æeš
3721,sistema
3722,bolnica
3723,iznenađen
3724,unazad
3725,њега
3726,narednik
3727,zatvorena
3728,ničeg
3729,pustili
3730,sezona
3731,snu
3732,krenite
3733,karticu
3734,voleti
3735,znanje
3736,ču
3737,никада
3738,posebna
3739,izašli
3740,datum
3741,erik
3742,добар
3743,beše
3744,pojavila
3745,dane
3746,probao
3747,koledž
3748,nered
3749,sveštenik
3750,pilot
3751,ogroman
3752,slomio
3753,amerikanci
3754,veka
3755,glasine
3756,nesreće
3757,pio
3758,stolom
3759,viđenja
3760,njihovi
3761,planetu
3762,spustite
3763,šampanjac
3764,veličine
3765,račune
3766,klinci
3767,domu
3768,obećaj
3769,makni
3770,doveli
3771,ravno
3772,jim
3773,nestati
3774,bene
3775,mraku
3776,koristili
3777,мама
3778,имао
3779,djevojku
3780,tipom
3781,milosti
3782,popij
3783,osmeh
3784,borim
3785,човек
3786,kapiram
3787,učinite
3788,prozora
3789,osećate
3790,svakoj
3791,suprotno
3792,automobila
3793,rachel
3794,njujorku
3795,ubijaju
3796,morgan
3797,uplašena
3798,johnny
3799,anđeo
3800,zahvalnosti
3801,muško
3802,kutije
3803,hrabrost
3804,rođaka
3805,ostrva
3806,obaviti
3807,gost
3808,naredio
3809,prihvati
3810,takvih
3811,volje
3812,džim
3813,sigurnost
3814,dobićeš
3815,umrli
3816,upozorenje
3817,istoriju
3818,objašnjava
3819,stvara
3820,inspektor
3821,ponosna
3822,odustati
3823,prezime
3824,pridružiti
3825,budući
3826,karta
3827,никад
3828,svinja
3829,teret
3830,naporno
3831,važnije
3832,koristimo
3833,žrtvu
3834,kože
3835,claire
3836,zidu
3837,otiske
3838,robu
3839,uživam
3840,robin
3841,šumu
3842,učitelj
3843,seti
3844,braka
3845,diši
3846,hrabar
3847,obična
3848,æemo
3849,di
3850,završen
3851,granica
